year_month,price_usd_per_troy_oz,frequency,source,source_url,notes
1989-03,416.81,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-04,393.06,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-05,374.24,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-06,369.05,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-07,352.33,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-08,362.53,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-09,394.73,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-10,389.32,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-11,380.74,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1989-12,381.72,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-01,376.95,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-02,383.64,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-03,363.83,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-04,363.33,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-05,358.38,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-06,356.95,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-07,366.72,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-08,367.68,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-09,356.3,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-10,348.74,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-11,358.69,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1990-12,360.17,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-01,361.72,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-02,354.45,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-03,353.91,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-04,344.34,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-05,338.62,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-06,337.24,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-07,340.8,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-08,352.72,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-09,343.06,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-10,345.43,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-11,344.38,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1991-12,335.02,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-01,334.8,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-02,329.01,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-03,329.31,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-04,330.08,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-05,342.15,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-06,367.18,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-07,371.89,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-08,392.19,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-09,378.84,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-10,355.27,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-11,364.18,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1992-12,373.83,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-01,383.3,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-02,386.87,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-03,381.91,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-04,384.13,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-05,377.27,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-06,381.41,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-07,385.64,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-08,385.49,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-09,380.35,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-10,391.57,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-11,389.77,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1993-12,384.39,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-01,379.29,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-02,378.55,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-03,376.64,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-04,382.12,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-05,391.03,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-06,385.22,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-07,387.56,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-08,386.23,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-09,383.65,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-10,383.05,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-11,383.14,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1994-12,385.31,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-01,387.44,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-02,399.45,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-03,404.76,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-04,396.21,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-05,392.85,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-06,391.93,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-07,385.27,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-08,383.47,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-09,387.33,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-10,383.18,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-11,381.07,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1995-12,377.85,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-01,369.0,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-02,355.1,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-03,346.58,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-04,351.81,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-05,344.47,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-06,343.84,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-07,340.76,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-08,324.1,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-09,324.01,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-10,322.82,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-11,324.87,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1996-12,306.04,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-01,288.74,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-02,289.1,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-03,297.49,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-04,295.94,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-05,308.28,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-06,299.1,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-07,292.32,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-08,292.87,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-09,284.11,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-10,288.98,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-11,295.93,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1997-12,294.12,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-01,291.68,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-02,287.12,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-03,287.33,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-04,285.96,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-05,282.62,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-06,276.44,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-07,261.31,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-08,256.08,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-09,256.69,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-10,264.74,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-11,310.72,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1998-12,293.18,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-01,287.12,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-02,287.33,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-03,285.96,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-04,282.62,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-05,276.44,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-06,261.31,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-07,256.08,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-08,256.69,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-09,264.74,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-10,310.72,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-11,293.18,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
1999-12,283.07,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-01,284.32,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-02,299.86,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-03,286.39,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-04,279.69,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
2000-05,275.19,monthly,"World Gold Council (WGC) – Monthly_Avg, USD (LBMA Gold Price)",https://www.gold.org/goldhub/data/gold-prices,Monthly average USD price per troy ounce; year-end-month value used when downsampled to annual.
