year_month,index_level,frequency,source,source_url,notes
2016-02,2877.47,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-03,3218.09,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-04,3156.75,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-05,3169.56,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-06,3153.92,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-07,3203.93,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-08,3327.79,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-09,3253.28,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-10,3336.28,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-11,3538.00,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2016-12,3310.08,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-01,3387.96,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-02,3452.81,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-03,3456.05,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-04,3439.75,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-05,3492.88,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-06,3666.80,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-07,3737.87,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-08,3822.09,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-09,3836.50,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-10,4006.72,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-11,4006.10,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2017-12,4030.85,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-01,4275.90,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-02,4023.64,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-03,3898.50,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-04,3756.88,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-05,3802.38,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-06,3510.98,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-07,3517.66,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-08,3334.50,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-09,3438.86,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-10,3153.82,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-11,3172.69,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2018-12,3010.65,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-01,3201.63,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-02,3669.37,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-03,3872.34,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-04,3913.21,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-05,3629.79,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-06,3825.59,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-07,3835.36,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-08,3799.59,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-09,3814.53,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-10,3886.75,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-11,3828.67,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2019-12,4096.58,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-01,4003.90,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-02,3940.05,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-03,3686.16,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-04,3912.58,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-05,3867.02,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-06,4163.96,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-07,4695.05,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-08,4816.22,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-09,4587.40,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-10,4695.33,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-11,4960.25,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2020-12,5211.29,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-01,5351.96,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-02,5336.76,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-03,5048.36,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-04,5123.49,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-05,5331.57,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-06,5224.04,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-07,4811.17,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-08,4805.61,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-09,4866.38,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-10,4908.77,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-11,4832.03,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2021-12,4940.37,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-01,4563.77,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-02,4581.65,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-03,4222.60,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-04,4016.24,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-05,4091.52,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-06,4485.01,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-07,4170.10,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-08,4078.84,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-09,3804.89,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-10,3508.70,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-11,3853.04,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2022-12,3871.63,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-01,4156.86,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-02,4069.46,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-03,4050.93,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-04,4029.09,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-05,3798.54,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-06,3842.45,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-07,4014.63,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-08,3765.27,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-09,3689.52,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-10,3572.51,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-11,3496.20,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2023-12,3431.11,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-01,3215.35,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-02,3516.08,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-03,3537.48,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-04,3604.39,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-05,3579.92,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-06,3461.66,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-07,3442.08,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-08,3321.43,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-09,4017.85,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-10,3891.04,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-11,3916.58,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2024-12,3934.91,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-01,3817.08,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-02,3890.05,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-03,3887.31,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-04,3770.57,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-05,3840.23,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-06,3936.08,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-07,4075.59,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-08,4496.76,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-09,4640.69,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-10,4640.67,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-11,4526.66,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2025-12,4629.94,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2026-01,4706.34,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2026-02,4710.65,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2026-03,4450.05,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2026-04,4807.31,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
2026-05,4892.12,monthly,Eastmoney kline API,https://quote.eastmoney.com/,"CSI 300 (沪深300) monthly close, last trading day of each month; unadjusted (fqt=0); source: Eastmoney kline API secid=1.000300 klt=103"
