year_month,index_level,frequency,source,source_url,notes
1906-05,9.180,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1906-06,9.300,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1906-07,9.060,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1906-08,9.730,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1906-09,10.030,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1906-10,9.730,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1906-11,9.930,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1906-12,9.840,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-01,9.560,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-02,9.260,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-03,8.350,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-04,8.390,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-05,8.100,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-06,7.840,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-07,8.140,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-08,7.530,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-09,7.450,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-10,6.640,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-11,6.250,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1907-12,6.570,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-01,6.850,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-02,6.600,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-03,6.870,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-04,7.240,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-05,7.630,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-06,7.640,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-07,7.920,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-08,8.260,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-09,8.170,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-10,8.270,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-11,8.830,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1908-12,9.030,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-01,9.060,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-02,8.800,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-03,8.920,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-04,9.320,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-05,9.630,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-06,9.800,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-07,9.940,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-08,10.180,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-09,10.190,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-10,10.230,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-11,10.180,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1909-12,10.300,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-01,10.080,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-02,9.720,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-03,9.960,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-04,9.720,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-05,9.560,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-06,9.100,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-07,8.640,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-08,8.850,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-09,8.910,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-10,9.320,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-11,9.310,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1910-12,9.050,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-01,9.270,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-02,9.430,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-03,9.320,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-04,9.280,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-05,9.480,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-06,9.670,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-07,9.630,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-08,9.170,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-09,8.670,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-10,8.720,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-11,9.070,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1911-12,9.110,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-01,9.120,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-02,9.040,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-03,9.300,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-04,9.590,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-05,9.580,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-06,9.580,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-07,9.590,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-08,9.810,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-09,9.860,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-10,9.840,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-11,9.730,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1912-12,9.380,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-01,9.300,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-02,8.970,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-03,8.800,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-04,8.790,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-05,8.550,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-06,8.120,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-07,8.230,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-08,8.450,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-09,8.530,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-10,8.260,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-11,8.050,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1913-12,8.040,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1914-01,8.370,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1914-02,8.480,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1914-03,8.320,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1914-04,8.120,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
1914-05,8.170,monthly,DataHub / Robert Shiller S&P Composite,https://raw.githubusercontent.com/datasets/s-and-p-500/main/data/data.csv,"S&P Composite price-return index, beginning-of-month observation (Robert Shiller / DataHub); pre-1926 uses Cowles Commission stock-price index extended to 1871; dividends excluded (not total-return)"
